0.000000000	192.168.68.108	192.168.68.136	1	1	27	
0.009763103	192.168.68.108	192.168.68.136	28	1	27	
0.010045066	192.168.68.136	192.168.68.108	1	55	0	0.000281963
0.017980476	192.168.68.108	192.168.68.136	55	1	27	
0.028726212	192.168.68.108	192.168.68.136	82	1	27	
0.029067515	192.168.68.136	192.168.68.108	1	109	0	0.000341303
0.040577560	192.168.68.108	192.168.68.136	109	1	27	
0.052107343	192.168.68.108	192.168.68.136	136	1	27	
0.052401842	192.168.68.136	192.168.68.108	1	163	0	0.000294499
0.060000187	192.168.68.108	192.168.68.136	163	1	27	
0.069647621	192.168.68.108	192.168.68.136	190	1	27	
0.069956880	192.168.68.136	192.168.68.108	1	217	0	0.000309259
0.081184383	192.168.68.108	192.168.68.136	217	1	27	
0.089903748	192.168.68.108	192.168.68.136	244	1	27	
0.090209484	192.168.68.136	192.168.68.108	1	271	0	0.000305736
0.103427430	192.168.68.108	192.168.68.136	271	1	27	
0.112011305	192.168.68.108	192.168.68.136	298	1	27	
0.112333936	192.168.68.136	192.168.68.108	1	325	0	0.000322631
0.122781427	192.168.68.108	192.168.68.136	325	1	27	
0.131321355	192.168.68.108	192.168.68.136	352	1	27	
0.131630180	192.168.68.136	192.168.68.108	1	379	0	0.000308825
0.141694444	192.168.68.108	192.168.68.136	379	1	27	
0.153698328	192.168.68.108	192.168.68.136	406	1	27	
0.154020436	192.168.68.136	192.168.68.108	1	433	0	0.000322108
0.183911459	192.168.68.108	192.168.68.136	433	1	27	
0.183911717	192.168.68.108	192.168.68.136	460	1	27	
0.183911842	192.168.68.108	192.168.68.136	487	1	27	
0.185660092	192.168.68.136	192.168.68.108	1	514	0	0.001748250
0.227410462	192.168.68.108	192.168.68.136	514	1	27	
0.227410694	192.168.68.108	192.168.68.136	541	1	27	
0.227410809	192.168.68.108	192.168.68.136	568	1	27	
0.227410891	192.168.68.108	192.168.68.136	595	1	27	
0.229636341	192.168.68.136	192.168.68.108	1	622	0	0.002225450
0.235637173	192.168.68.108	192.168.68.136	622	1	27	
0.246092232	192.168.68.108	192.168.68.136	649	1	27	
0.246388946	192.168.68.136	192.168.68.108	1	676	0	0.000296714
0.255807213	192.168.68.108	192.168.68.136	676	1	27	
0.267613689	192.168.68.108	192.168.68.136	703	1	27	
0.267924431	192.168.68.136	192.168.68.108	1	730	0	0.000310742
0.278716867	192.168.68.108	192.168.68.136	730	1	27	
0.290150752	192.168.68.108	192.168.68.136	757	1	27	
0.290508529	192.168.68.136	192.168.68.108	1	784	0	0.000357777
0.307308361	192.168.68.108	192.168.68.136	784	1	27	
0.307308624	192.168.68.108	192.168.68.136	811	1	27	
0.308500375	192.168.68.136	192.168.68.108	1	838	0	0.001191751
0.319329942	192.168.68.108	192.168.68.136	838	1	27	
0.330061783	192.168.68.108	192.168.68.136	865	1	27	
0.330382916	192.168.68.136	192.168.68.108	1	892	0	0.000321133
0.339273373	192.168.68.108	192.168.68.136	892	1	27	
0.346929735	192.168.68.108	192.168.68.136	1	1	30	
0.346966636	192.168.68.136	192.168.68.108	1	31	0	0.000036901
0.351068238	192.168.68.108	192.168.68.136	919	1	27	
0.351379117	192.168.68.136	192.168.68.108	1	946	0	0.000310879
0.359977822	192.168.68.108	192.168.68.136	946	1	27	
0.370328736	192.168.68.108	192.168.68.136	973	1	27	
0.370630254	192.168.68.136	192.168.68.108	1	1000	0	0.000301518
0.382290802	192.168.68.108	192.168.68.136	1000	1	27	
0.391685187	192.168.68.108	192.168.68.136	1027	1	27	
0.391984247	192.168.68.136	192.168.68.108	1	1054	0	0.000299060
0.409300608	192.168.68.108	192.168.68.136	1054	1	27	
0.416110808	192.168.68.108	192.168.68.136	1081	1	27	
0.416419315	192.168.68.136	192.168.68.108	1	1108	0	0.000308507
0.422336122	192.168.68.108	192.168.68.136	1108	1	27	
0.434992638	192.168.68.108	192.168.68.136	1135	1	27	
0.435302108	192.168.68.136	192.168.68.108	1	1162	0	0.000309470
0.443629135	192.168.68.108	192.168.68.136	1162	1	27	
0.453639139	192.168.68.108	192.168.68.136	1189	1	27	
0.453947174	192.168.68.136	192.168.68.108	1	1216	0	0.000308035
0.464491577	192.168.68.108	192.168.68.136	1216	1	27	
0.474216558	192.168.68.108	192.168.68.136	1243	1	27	
0.474522753	192.168.68.136	192.168.68.108	1	1270	0	0.000306195
0.486058895	192.168.68.108	192.168.68.136	1270	1	27	
0.496676904	192.168.68.108	192.168.68.136	1297	1	27	
0.497002563	192.168.68.136	192.168.68.108	1	1324	0	0.000325659
0.514098371	192.168.68.108	192.168.68.136	1324	1	27	
0.514389852	192.168.68.108	192.168.68.136	1351	1	27	
0.515150010	192.168.68.136	192.168.68.108	1	1378	0	0.000760158
0.530329879	192.168.68.108	192.168.68.136	1378	1	27	
0.536143179	192.168.68.108	192.168.68.136	1405	1	27	
0.536449278	192.168.68.136	192.168.68.108	1	1432	0	0.000306099
0.548198661	192.168.68.108	192.168.68.136	1432	1	27	
0.558315507	192.168.68.108	192.168.68.136	1459	1	27	
0.558621041	192.168.68.136	192.168.68.108	1	1486	0	0.000305534
0.568078790	192.168.68.108	192.168.68.136	1486	1	27	
0.577421630	192.168.68.108	192.168.68.136	1513	1	27	
0.577715091	192.168.68.136	192.168.68.108	1	1540	0	0.000293461
0.588044020	192.168.68.108	192.168.68.136	1540	1	27	
0.599247652	192.168.68.108	192.168.68.136	1567	1	27	
0.599549981	192.168.68.136	192.168.68.108	1	1594	0	0.000302329
0.615016958	192.168.68.108	192.168.68.136	1594	1	27	
0.621451345	192.168.68.108	192.168.68.136	1621	1	27	
0.621795322	192.168.68.136	192.168.68.108	1	1648	0	0.000343977
0.629668711	192.168.68.108	192.168.68.136	1648	1	27	
0.640067839	192.168.68.108	192.168.68.136	1675	1	27	
0.640389906	192.168.68.136	192.168.68.108	1	1702	0	0.000322067
0.651053759	192.168.68.108	192.168.68.136	1702	1	27	
0.665837499	192.168.68.108	192.168.68.136	1729	1	27	
0.666146656	192.168.68.136	192.168.68.108	1	1756	0	0.000309157
0.671954579	192.168.68.108	192.168.68.136	1756	1	27	
0.681242001	192.168.68.108	192.168.68.136	1783	1	27	
0.681511105	192.168.68.136	192.168.68.108	1	1810	0	0.000269104
0.686119063	192.168.68.108	192.168.68.136	1	1	40	
0.686119239	192.168.68.108	192.168.68.136	0	0	0	
0.686159491	192.168.68.136	192.168.68.108	0	1	0	0.000040252
0.688037106	192.168.68.136	192.168.68.108	1	1	36	
0.688193753	192.168.68.136	192.168.68.108	1	1	36	
0.688318481	192.168.68.136	192.168.68.108	1	41	36	0.002199418
0.688430587	192.168.68.136	192.168.68.108	1	1810	36	
0.688539405	192.168.68.136	192.168.68.108	1	1	36	
0.688642234	192.168.68.136	192.168.68.108	1	31	36	
0.691909751	192.168.68.108	192.168.68.136	1810	1	27	
0.701539461	192.168.68.108	192.168.68.136	1837	1	27	
0.701772646	192.168.68.136	192.168.68.108	37	1864	0	0.000233185
0.704048858	192.168.68.108	192.168.68.136	1	1	150	0.017889367
0.704076539	192.168.68.136	192.168.68.108	1	151	0	0.000027681
0.705091168	192.168.68.136	192.168.68.108	1	151	141	
0.722052380	192.168.68.108	192.168.68.136	1864	37	27	0.033621793
0.722052623	192.168.68.108	192.168.68.136	151	142	0	0.016961455
0.722052669	192.168.68.108	192.168.68.136	41	37	45	0.033734188
0.722052714	192.168.68.108	192.168.68.136	1891	37	27	
0.722242379	192.168.68.136	192.168.68.108	142	152	0	0.000189756
0.724048653	192.168.68.136	192.168.68.108	37	86	41	0.001995984
0.724118976	192.168.68.136	192.168.68.108	37	1918	41	0.002066262
0.732444503	192.168.68.108	192.168.68.136	1918	37	27	
0.743175188	192.168.68.108	192.168.68.136	1945	37	27	
0.743175380	192.168.68.108	192.168.68.136	152	143	0	0.020933001
0.743356176	192.168.68.136	192.168.68.108	78	1972	0	0.000180988
0.749579509	192.168.68.108	192.168.68.136	1	37	0	0.061385756
0.749595155	192.168.68.136	192.168.68.108	37	1	41	
0.749579719	192.168.68.108	192.168.68.136	1	37	0	0.061040314
0.749612640	192.168.68.136	192.168.68.108	37	1	41	
0.749579775	192.168.68.108	192.168.68.136	1	37	0	0.061542669
0.749618959	192.168.68.136	192.168.68.108	37	1	41	
0.749579820	192.168.68.108	192.168.68.136	31	37	0	0.060937586
0.749625389	192.168.68.136	192.168.68.108	37	31	41	
