frame.number,frame.time_epoch,ip.src,ip.dst,tcp.time_delta
"37201","1720859858.440182898","192.168.68.108","192.168.68.136","0.000295637"
"37209","1720859858.444818727","192.168.68.108","192.168.68.136","0.001494204"
"37212","1720859858.444819831","192.168.68.108","192.168.68.136","0.000001104"
"37221","1720859858.445430489","192.168.68.108","192.168.68.136","0.000610658"
"37228","1720859858.445494672","192.168.68.108","192.168.68.136","0.000064183"
"37234","1720859858.445617152","192.168.68.108","192.168.68.136","0.000122480"
"37238","1720859858.450130646","192.168.68.108","192.168.68.136","0.004513494"
"37242","1720859858.485533055","192.168.68.108","192.168.68.136","0.027745319"
"37243","1720859858.485533096","192.168.68.108","192.168.68.136","0.000000041"
"37244","1720859858.485533127","192.168.68.108","192.168.68.136","0.000000031"
"37246","1720859858.489506683","192.168.68.108","192.168.68.136","0.002248077"
"37252","1720859858.505548777","192.168.68.108","192.168.68.136","0.015060962"
"37258","1720859858.512499569","192.168.68.108","192.168.68.136","0.006261794"
"37267","1720859858.523529526","192.168.68.108","192.168.68.136","0.010031274"
"37275","1720859858.563003751","192.168.68.108","192.168.68.136","0.038654280"
"37280","1720859858.563609263","192.168.68.108","192.168.68.136","0.000605512"
"37287","1720859858.563795596","192.168.68.108","192.168.68.136","0.000186333"
"37288","1720859858.563795622","192.168.68.108","192.168.68.136","0.000000026"
"37298","1720859858.573991160","192.168.68.108","192.168.68.136","0.004380417"
"37300","1720859858.588289825","192.168.68.108","192.168.68.136","0.013272152"
"37304","1720859858.592408067","192.168.68.108","192.168.68.136","0.003237646"
"37306","1720859858.604249694","192.168.68.108","192.168.68.136","0.011225403"
"37308","1720859858.641595920","192.168.68.108","192.168.68.136","0.036276678"
"37314","1720859858.642749676","192.168.68.108","192.168.68.136","0.000946497"
"37316","1720859858.644294520","192.168.68.108","192.168.68.136","0.001038876"
"37317","1720859858.644294919","192.168.68.108","192.168.68.136","0.000000399"
"37319","1720859858.649297639","192.168.68.108","192.168.68.136",
"37321","1720859858.657969543","192.168.68.108","192.168.68.136",
"37323","1720859858.657969945","192.168.68.108","192.168.68.136","0.010828211"
"37325","1720859858.689175234","192.168.68.108","192.168.68.136",
"37327","1720859858.689178717","192.168.68.108","192.168.68.136","0.030046377"
"37328","1720859858.689178741","192.168.68.108","192.168.68.136","0.000000024"
"37329","1720859858.689178768","192.168.68.108","192.168.68.136","0.000000027"
"37337","1720859858.700331460","192.168.68.108","192.168.68.136","0.007356905"
"37338","1720859858.700331488","192.168.68.108","192.168.68.136",
"37342","1720859858.740913389","192.168.68.108","192.168.68.136","0.039292950"
"37343","1720859858.740913427","192.168.68.108","192.168.68.136",
"37350","1720859858.741504305","192.168.68.108","192.168.68.136","0.000590916"
"37357","1720859858.742427349","192.168.68.108","192.168.68.136","0.000923044"
"37359","1720859858.742427949","192.168.68.108","192.168.68.136","0.000000600"
"37363","1720859858.748312953","192.168.68.108","192.168.68.136","0.002560925"
"37364","1720859858.748314440","192.168.68.108","192.168.68.136","1.022922618"
"37365","1720859858.748728889","192.168.68.108","192.168.68.136","0.000000000"
"37374","1720859858.760103337","192.168.68.108","192.168.68.136","0.001521902"
"37376","1720859858.774829855","192.168.68.108","192.168.68.136","0.014726518"
"37377","1720859858.774833231","192.168.68.108","192.168.68.136","0.025954839"
"37384","1720859858.780629770","192.168.68.108","192.168.68.136","0.004619471"
"37389","1720859858.799382507","192.168.68.108","192.168.68.136","0.018716612"
"37390","1720859858.799382568","192.168.68.108","192.168.68.136","0.041152060"
"37391","1720859858.799382595","192.168.68.108","192.168.68.136","0.018752825"
"37398","1720859858.802629968","192.168.68.108","192.168.68.136","0.003247373"
"37401","1720859858.812630804","192.168.68.108","192.168.68.136","0.003379794"
"37408","1720859858.817493186","192.168.68.108","192.168.68.136","0.060391258"
"37410","1720859858.817493595","192.168.68.108","192.168.68.136","0.058666662"
"37412","1720859858.817493626","192.168.68.108","192.168.68.136","0.058426524"
"37414","1720859858.817493653","192.168.68.108","192.168.68.136","0.059643350"
"37420","1720859858.825432831","192.168.68.108","192.168.68.136","0.022919985"
"37421","1720859858.825434142","192.168.68.108","192.168.68.136","0.012803338"
"37427","1720859858.831747739","192.168.68.108","192.168.68.136","0.005065561"
"37434","1720859858.844326217","192.168.68.108","192.168.68.136","0.012578478"
"37443","1720859858.854408467","192.168.68.108","192.168.68.136","0.009078109"
"37449","1720859858.895391518","192.168.68.108","192.168.68.136","0.086790875"
"37450","1720859858.895391547","192.168.68.108","192.168.68.136","0.040983080"
"37453","1720859858.895473585","192.168.68.108","192.168.68.136","0.000066678"
"37455","1720859858.895473642","192.168.68.108","192.168.68.136","0.077850670"
"37456","1720859858.895473675","192.168.68.108","192.168.68.136","0.077751549"
"37457","1720859858.895473707","192.168.68.108","192.168.68.136","0.077701152"
"37458","1720859858.895473734","192.168.68.108","192.168.68.136","0.077725826"
"37461","1720859858.895576587","192.168.68.108","192.168.68.136","0.000103002"
"37465","1720859858.896919844","192.168.68.108","192.168.68.136","0.001343257"
"37476","1720859858.908635429","192.168.68.108","192.168.68.136","0.006794182"
"37479","1720859858.915040237","192.168.68.108","192.168.68.136","0.006404808"
"37487","1720859858.953965150","192.168.68.108","192.168.68.136","0.038083895"
"37491","1720859858.954096643","192.168.68.108","192.168.68.136","0.000131493"
"37499","1720859858.954215708","192.168.68.108","192.168.68.136","0.000119065"
"37503","1720859858.963888759","192.168.68.108","192.168.68.136","0.007132071"
"37512","1720859859.010031167","192.168.68.108","192.168.68.136","0.002361260"
"37519","1720859859.014601154","192.168.68.108","192.168.68.136","0.004252648"
"37521","1720859859.014601538","192.168.68.108","192.168.68.136","0.119127804"
"37523","1720859859.019129784","192.168.68.108","192.168.68.136","0.004469666"
"37527","1720859859.041242233","192.168.68.108","192.168.68.136","0.021971097"
"37531","1720859859.041242919","192.168.68.108","192.168.68.136","-0.000097592"
"37532","1720859859.041242945","192.168.68.108","192.168.68.136","0.000000026"
"37540","1720859859.050965001","192.168.68.108","192.168.68.136","0.009524559"
"37545","1720859859.154201416","192.168.68.108","192.168.68.136","0.103091796"
"37550","1720859859.154520333","192.168.68.108","192.168.68.136","0.000189182"
"37555","1720859859.154520460","192.168.68.108","192.168.68.136","-0.000012361"
"37563","1720859859.154734977","192.168.68.108","192.168.68.136","0.000169397"
"37565","1720859859.154735001","192.168.68.108","192.168.68.136","-0.000015163"
"37569","1720859859.154867049","192.168.68.108","192.168.68.136","0.000103627"
"37572","1720859859.154867135","192.168.68.108","192.168.68.136","-0.000008671"
"37574","1720859859.154867179","192.168.68.108","192.168.68.136","-0.000035134"
"37582","1720859859.154983457","192.168.68.108","192.168.68.136","0.000071681"
"37589","1720859859.162605616","192.168.68.108","192.168.68.136","0.007594584"
"37594","1720859859.162605700","192.168.68.108","192.168.68.136","-0.000046958"
"37598","1720859859.171692699","192.168.68.108","192.168.68.136","0.008981824"
"37609","1720859859.175516505","192.168.68.108","192.168.68.136","0.003738922"
"37613","1720859859.202512090","192.168.68.108","192.168.68.136","0.026976306"
"37615","1720859859.202512145","192.168.68.108","192.168.68.136","-0.000231562"
"37617","1720859859.207490325","192.168.68.108","192.168.68.136","0.002809056"
"37622","1720859859.325495423","192.168.68.108","192.168.68.136","0.117539278"
"37623","1720859859.325495450","192.168.68.108","192.168.68.136","0.000000027"
"37625","1720859859.325495504","192.168.68.108","192.168.68.136","0.000000054"
"37626","1720859859.325556464","192.168.68.108","192.168.68.136","0.000060960"
"37633","1720859859.325556571","192.168.68.108","192.168.68.136","0.000000107"
"37638","1720859859.325576835","192.168.68.108","192.168.68.136","0.000020264"
"37639","1720859859.325576861","192.168.68.108","192.168.68.136","0.000000026"
"37657","1720859859.325633137","192.168.68.108","192.168.68.136","0.000056276"
"37658","1720859859.325633164","192.168.68.108","192.168.68.136","0.000000027"
"37659","1720859859.325633198","192.168.68.108","192.168.68.136","0.000000034"
"37661","1720859859.325633251","192.168.68.108","192.168.68.136","0.000000053"
"37669","1720859859.411662713","192.168.68.108","192.168.68.136","0.074397947"
"37675","1720859859.411913048","192.168.68.108","192.168.68.136","0.000250335"
"37677","1720859859.411913126","192.168.68.108","192.168.68.136","0.000000078"
"37682","1720859859.411965259","192.168.68.108","192.168.68.136","0.000052133"
"37689","1720859859.422492078","192.168.68.108","192.168.68.136","0.006524871"
"37690","1720859859.422492111","192.168.68.108","192.168.68.136","0.000000033"
"37699","1720859859.422706032","192.168.68.108","192.168.68.136","0.000213921"
"37701","1720859859.423018494","192.168.68.108","192.168.68.136","0.000312462"
"37710","1720859859.456386470","192.168.68.108","192.168.68.136","0.026845164"
"37713","1720859859.456572616","192.168.68.108","192.168.68.136","0.000186146"
"37717","1720859859.456572725","192.168.68.108","192.168.68.136","0.000000109"
"37722","1720859859.456703847","192.168.68.108","192.168.68.136","0.000131122"
"37728","1720859859.456751046","192.168.68.108","192.168.68.136","0.000047199"
"37734","1720859859.468565932","192.168.68.108","192.168.68.136","0.007252150"
"37738","1720859859.476241606","192.168.68.108","192.168.68.136","0.006710373"
"37742","1720859859.487049081","192.168.68.108","192.168.68.136","0.010017868"
"37744","1720859859.498258520","192.168.68.108","192.168.68.136","0.009737282"
"37747","1720859859.521812725","192.168.68.108","192.168.68.136","0.022687957"
"37748","1720859859.521814420","192.168.68.108","192.168.68.136","0.000001695"
"37750","1720859859.528969397","192.168.68.108","192.168.68.136","0.003748506"
"37753","1720859859.562456037","192.168.68.108","192.168.68.136","0.032578204"
"37756","1720859859.563838868","192.168.68.108","192.168.68.136","0.000440162"
"37763","1720859859.564107129","192.168.68.108","192.168.68.136","0.000268261"
"37769","1720859859.570982422","192.168.68.108","192.168.68.136","0.002029534"
"37777","1720859859.584849574","192.168.68.108","192.168.68.136","0.013309096"
"37787","1720859859.603131434","192.168.68.108","192.168.68.136","0.017423005"
"37790","1720859859.603240585","192.168.68.108","192.168.68.136","0.000109151"
"37798","1720859859.613954938","192.168.68.108","192.168.68.136","0.007126728"
"37805","1720859859.624697317","192.168.68.108","192.168.68.136","0.009715328"
"37814","1720859859.638093017","192.168.68.108","192.168.68.136","0.012004748"
"37822","1720859859.644369832","192.168.68.108","192.168.68.136","0.005336805"
"37837","1720859859.654285085","192.168.68.108","192.168.68.136","0.008975270"
"37844","1720859859.665528439","192.168.68.108","192.168.68.136","0.010006786"
"37853","1720859859.680857766","192.168.68.108","192.168.68.136","0.014262315"
"37856","1720859859.684817728","192.168.68.108","192.168.68.136","0.002742032"
"37860","1720859859.698457492","192.168.68.108","192.168.68.136","0.013083038"
"37862","1720859859.706564009","192.168.68.108","192.168.68.136","0.006682401"
"37865","1720859859.722507910","192.168.68.108","192.168.68.136","0.015284705"
"37867","1720859859.728989055","192.168.68.108","192.168.68.136","0.006298697"
"37869","1720859859.737970543","192.168.68.108","192.168.68.136","0.008151364"
"37871","1720859859.748716192","192.168.68.108","192.168.68.136","0.009577431"
"37880","1720859859.763443184","192.168.68.108","192.168.68.136","0.013999705"
"37885","1720859859.773243611","192.168.68.108","192.168.68.136","0.009402124"
"37894","1720859859.781645652","192.168.68.108","192.168.68.136","0.007466457"
"37902","1720859859.821516595","192.168.68.108","192.168.68.136","0.038673321"
"37903","1720859859.821516648","192.168.68.108","192.168.68.136",
"37913","1720859859.823226605","192.168.68.108","192.168.68.136","0.001141708"
"37917","1720859859.823429896","192.168.68.108","192.168.68.136","0.000203291"
"37924","1720859859.823735929","192.168.68.108","192.168.68.136","0.000306033"
"37932","1720859859.836215667","192.168.68.108","192.168.68.136","0.006342562"
"37937","1720859859.839095106","192.168.68.108","192.168.68.136",
"37939","1720859859.839630753","192.168.68.108","192.168.68.136","0.002971511"
"37942","1720859859.845557248","192.168.68.108","192.168.68.136",
"37946","1720859859.852503522","192.168.68.108","192.168.68.136","0.012369912"
"37950","1720859859.853336770","192.168.68.108","192.168.68.136",
"37963","1720859859.889440152","192.168.68.108","192.168.68.136","0.036070097"
"37967","1720859859.889440432","192.168.68.108","192.168.68.136",
"37969","1720859859.889440460","192.168.68.108","192.168.68.136","0.000000308"
"37973","1720859859.889523006","192.168.68.108","192.168.68.136","0.000082546"
"37978","1720859859.892977996","192.168.68.108","192.168.68.136","0.002268642"
"37980","1720859859.899034407","192.168.68.108","192.168.68.136","1.003642889"
"37981","1720859859.899034829","192.168.68.108","192.168.68.136","0.000000000"
"37983","1720859859.902156935","192.168.68.108","192.168.68.136","0.008909059"
"37992","1720859859.931942201","192.168.68.108","192.168.68.136","0.029230233"
"37993","1720859859.931942241","192.168.68.108","192.168.68.136","0.032555062"
"37998","1720859859.932398060","192.168.68.108","192.168.68.136","0.000455859"
"38001","1720859859.935686781","192.168.68.108","192.168.68.136","0.003288721"
"38004","1720859859.945111769","192.168.68.108","192.168.68.136","0.001057655"
"38005","1720859859.951115154","192.168.68.108","192.168.68.136","0.010433839"
"38006","1720859859.951116935","192.168.68.108","192.168.68.136","0.048471680"
"38008","1720859859.955164297","192.168.68.108","192.168.68.136","0.010052528"
"38012","1720859859.969105191","192.168.68.108","192.168.68.136","0.009369797"
"38013","1720859859.969105647","192.168.68.108","192.168.68.136","0.066537257"
"38015","1720859859.970294189","192.168.68.108","192.168.68.136","0.018414615"
"38016","1720859859.975476641","192.168.68.108","192.168.68.136","0.072698812"
"38018","1720859859.975476869","192.168.68.108","192.168.68.136","0.072612745"
"38020","1720859859.975476904","192.168.68.108","192.168.68.136","0.073041711"
"38022","1720859859.975476930","192.168.68.108","192.168.68.136","0.006371739"
"38032","1720859860.023591674","192.168.68.108","192.168.68.136","0.046762786"
"38055","1720859860.029071113","192.168.68.108","192.168.68.136","0.005479439"
"38056","1720859860.029071490","192.168.68.108","192.168.68.136","0.000000377"
"38057","1720859860.029071536","192.168.68.108","192.168.68.136","0.069598979"
"38058","1720859860.029071588","192.168.68.108","192.168.68.136","0.000000098"
"38059","1720859860.029527162","192.168.68.108","192.168.68.136","0.000455574"
"38060","1720859860.035653735","192.168.68.108","192.168.68.136","0.066365593"
"38064","1720859860.101991354","192.168.68.108","192.168.68.136","0.066285236"
"38068","1720859860.102120286","192.168.68.108","192.168.68.136","0.126204782"
"38069","1720859860.102120327","192.168.68.108","192.168.68.136","0.126350742"
"38070","1720859860.102120356","192.168.68.108","192.168.68.136","0.126237326"
"38071","1720859860.102120383","192.168.68.108","192.168.68.136","0.000129029"
"38080","1720859860.102218243","192.168.68.108","192.168.68.136","0.000097860"
"38088","1720859860.102252987","192.168.68.108","192.168.68.136","0.000034744"
"38094","1720859860.102275361","192.168.68.108","192.168.68.136","0.000022374"
"38097","1720859860.102275454","192.168.68.108","192.168.68.136","0.000000093"
"38105","1720859860.104414124","192.168.68.108","192.168.68.136","0.002138670"
"38112","1720859860.114576885","192.168.68.108","192.168.68.136","0.002649996"
"38113","1720859860.121934600","192.168.68.108","192.168.68.136","0.007357715"
"38115","1720859860.133645434","192.168.68.108","192.168.68.136","0.011525233"
"38119","1720859860.141075784","192.168.68.108","192.168.68.136","0.007430350"
"38128","1720859860.177363256","192.168.68.108","192.168.68.136","0.035851748"
"38133","1720859860.177364524","192.168.68.108","192.168.68.136","0.000001268"
"38137","1720859860.177799162","192.168.68.108","192.168.68.136","0.000434638"
"38141","1720859860.182137726","192.168.68.108","192.168.68.136","0.004338564"
"38146","1720859860.196559730","192.168.68.108","192.168.68.136","0.012189076"
"38150","1720859860.204770546","192.168.68.108","192.168.68.136","0.008210816"
"38154","1720859860.220418985","192.168.68.108","192.168.68.136","0.014518702"
"38156","1720859860.224850641","192.168.68.108","192.168.68.136","0.004431656"
"38162","1720859860.263726049","192.168.68.108","192.168.68.136","0.038544777"
"38163","1720859860.263726648","192.168.68.108","192.168.68.136","0.000000599"
"38165","1720859860.263726709","192.168.68.108","192.168.68.136","0.000000061"
"38169","1720859860.269307857","192.168.68.108","192.168.68.136","0.005581148"
"38171","1720859860.276432213","192.168.68.108","192.168.68.136","0.003135540"
"38174","1720859860.291467012","192.168.68.108","192.168.68.136","0.015034799"
"38179","1720859860.339087530","192.168.68.108","192.168.68.136","0.046757236"
"38185","1720859860.339252172","192.168.68.108","192.168.68.136","0.000164642"
"38189","1720859860.339252248","192.168.68.108","192.168.68.136","0.000000076"
"38198","1720859860.339530555","192.168.68.108","192.168.68.136","0.000278307"
"38207","1720859860.341279824","192.168.68.108","192.168.68.136","0.001749269"
"38221","1720859860.386892180","192.168.68.108","192.168.68.136","0.038316272"
"38224","1720859860.386892776","192.168.68.108","192.168.68.136","0.000000596"
"38225","1720859860.386892801","192.168.68.108","192.168.68.136","0.000000025"
"38226","1720859860.386892828","192.168.68.108","192.168.68.136","0.000000027"
"38234","1720859860.399082025","192.168.68.108","192.168.68.136","0.004342711"
"38243","1720859860.403817042","192.168.68.108","192.168.68.136","0.004735017"
"38252","1720859860.420147309","192.168.68.108","192.168.68.136","0.015531736"
"38257","1720859860.422786349","192.168.68.108","192.168.68.136","0.002639040"
"38263","1720859860.430237511","192.168.68.108","192.168.68.136","0.007090758"
"38264","1720859860.443774431","192.168.68.108","192.168.68.136","0.013536920"
"38273","1720859860.483727214","192.168.68.108","192.168.68.136","0.039290697"
"38282","1720859860.484164757","192.168.68.108","192.168.68.136","0.000437543"
"38287","1720859860.484414741","192.168.68.108","192.168.68.136","0.000249984"
"38296","1720859860.503112373","192.168.68.108","192.168.68.136","0.014338643"
"38297","1720859860.503114731","192.168.68.108","192.168.68.136","0.000002358"
"38301","1720859860.509460073","192.168.68.108","192.168.68.136","0.003691040"
"38307","1720859860.518323154","192.168.68.108","192.168.68.136","0.008863081"
"38312","1720859860.532639525","192.168.68.108","192.168.68.136","0.013362410"
"38319","1720859860.537980107","192.168.68.108","192.168.68.136","0.005340582"
"38327","1720859860.547426327","192.168.68.108","192.168.68.136","0.008901636"
"38332","1720859860.590508840","192.168.68.108","192.168.68.136","0.002841126"
"38333","1720859860.590508877","192.168.68.108","192.168.68.136","0.000000037"
"38334","1720859860.590508916","192.168.68.108","192.168.68.136","0.000000039"
"38338","1720859860.648478031","192.168.68.108","192.168.68.136","0.057221333"
"38339","1720859860.648478069","192.168.68.108","192.168.68.136","0.000000038"
"38362","1720859860.649471705","192.168.68.108","192.168.68.136","0.000993636"
"38363","1720859860.649471807","192.168.68.108","192.168.68.136","0.000000102"
"38364","1720859860.649471837","192.168.68.108","192.168.68.136","0.000000030"
"38372","1720859860.649532449","192.168.68.108","192.168.68.136","0.000060612"
"38379","1720859860.671769962","192.168.68.108","192.168.68.136","0.014017008"
"38381","1720859860.671771090","192.168.68.108","192.168.68.136","0.000001128"
"38387","1720859860.673461921","192.168.68.108","192.168.68.136","0.001690831"
"38391","1720859860.687116085","192.168.68.108","192.168.68.136","0.010101614"
"38401","1720859860.708684178","192.168.68.108","192.168.68.136","0.020247314"
"38405","1720859860.708685776","192.168.68.108","192.168.68.136","0.000001598"
"38411","1720859860.713695472","192.168.68.108","192.168.68.136","0.000167310"
"38421","1720859860.752776659","192.168.68.108","192.168.68.136","0.037348939"
"38426","1720859860.752957018","192.168.68.108","192.168.68.136","0.000180359"
"38433","1720859860.753732815","192.168.68.108","192.168.68.136","0.000775797"
"38440","1720859860.755404422","192.168.68.108","192.168.68.136","0.001671607"
"38444","1720859860.789867135","192.168.68.108","192.168.68.136","0.028913055"
"38445","1720859860.789868576","192.168.68.108","192.168.68.136","0.000001441"
"38446","1720859860.789868618","192.168.68.108","192.168.68.136","0.000000042"
"38450","1720859860.802000233","192.168.68.108","192.168.68.136","0.007446431"
"38461","1720859860.809850823","192.168.68.108","192.168.68.136","0.006912693"
"38466","1720859860.840679851","192.168.68.108","192.168.68.136","0.027756499"
"38467","1720859860.840683740","192.168.68.108","192.168.68.136","0.000003889"
"38468","1720859860.840683776","192.168.68.108","192.168.68.136","0.000000036"
"38470","1720859860.847289710","192.168.68.108","192.168.68.136","0.001542532"
"38479","1720859860.858668343","192.168.68.108","192.168.68.136","0.010577901"
"38485","1720859860.869022272","192.168.68.108","192.168.68.136","0.009523033"
"38487","1720859860.879811203","192.168.68.108","192.168.68.136","0.010066434"
"38491","1720859860.895226029","192.168.68.108","192.168.68.136","0.015118518"
"38494","1720859860.942683435","192.168.68.108","192.168.68.136","0.046149491"
"38496","1720859860.955006915","192.168.68.108","192.168.68.136","0.011169968"
"38497","1720859860.955010635","192.168.68.108","192.168.68.136","0.000003720"
"38501","1720859860.955255647","192.168.68.108","192.168.68.136","0.000245012"
"38512","1720859860.955383400","192.168.68.108","192.168.68.136","0.000127753"
"38525","1720859860.960244597","192.168.68.108","192.168.68.136","0.001608114"
"38526","1720859860.960245463","192.168.68.108","192.168.68.136",
"38538","1720859860.966772777","192.168.68.108","192.168.68.136","0.005662472"
"38542","1720859860.967651108","192.168.68.108","192.168.68.136",
"38550","1720859860.976021627","192.168.68.108","192.168.68.136","0.008679953"
"38554","1720859860.976054852","192.168.68.108","192.168.68.136",
"38568","1720859860.985075969","192.168.68.108","192.168.68.136",
"38570","1720859860.985076133","192.168.68.108","192.168.68.136","0.008627940"
"38575","1720859860.990697251","192.168.68.108","192.168.68.136",
"38578","1720859861.002095704","192.168.68.108","192.168.68.136","0.016800805"
"38585","1720859861.008759615","192.168.68.108","192.168.68.136","0.006486868"
"38591","1720859861.013432436","192.168.68.108","192.168.68.136","0.984360900"
"38592","1720859861.013432461","192.168.68.108","192.168.68.136","0.000000000"
"38595","1720859861.013432487","192.168.68.108","192.168.68.136","0.004337049"
"38599","1720859861.019749228","192.168.68.108","192.168.68.136","0.006031674"
"38600","1720859861.019749266","192.168.68.108","192.168.68.136","0.000000038"
"38613","1720859861.029019345","192.168.68.108","192.168.68.136","0.002982847"
"38620","1720859861.036988732","192.168.68.108","192.168.68.136","0.007969387"
"38624","1720859861.041029630","192.168.68.108","192.168.68.136","0.008766362"
"38625","1720859861.041031375","192.168.68.108","192.168.68.136","0.015883990"
"38629","1720859861.045958171","192.168.68.108","192.168.68.136","0.008475670"
"38636","1720859861.056316878","192.168.68.108","192.168.68.136","0.007310905"
"38637","1720859861.061448856","192.168.68.108","192.168.68.136","0.018986034"
"38638","1720859861.067615314","192.168.68.108","192.168.68.136","0.011298436"
"38643","1720859861.090846831","192.168.68.108","192.168.68.136","0.022670300"
"38644","1720859861.090846866","192.168.68.108","192.168.68.136","0.068011920"
"38646","1720859861.090846898","192.168.68.108","192.168.68.136","0.066956079"
"38648","1720859861.090846933","192.168.68.108","192.168.68.136","0.064523168"
"38650","1720859861.090945380","192.168.68.108","192.168.68.136","0.064096082"
"38652","1720859861.090945420","192.168.68.108","192.168.68.136","0.000098589"
"38656","1720859861.096590127","192.168.68.108","192.168.68.136","0.003710912"
"38661","1720859861.107628209","192.168.68.108","192.168.68.136","0.011038082"
"38667","1720859861.114725631","192.168.68.108","192.168.68.136","0.065984925"
"38668","1720859861.118511967","192.168.68.108","192.168.68.136","0.010128857"
"38676","1720859861.131110437","192.168.68.108","192.168.68.136","0.012598470"
"38683","1720859861.141529832","192.168.68.108","192.168.68.136","0.009551196"
"38692","1720859861.150532706","192.168.68.108","192.168.68.136","0.009002874"
"38694","1720859861.170846790","192.168.68.108","192.168.68.136","0.079928406"
"38695","1720859861.170848130","192.168.68.108","192.168.68.136","0.019605629"
"38696","1720859861.194651556","192.168.68.108","192.168.68.136","0.023803426"
"38697","1720859861.194652866","192.168.68.108","192.168.68.136","0.103726128"
"38698","1720859861.194652903","192.168.68.108","192.168.68.136","0.103719412"
"38699","1720859861.194652929","192.168.68.108","192.168.68.136","0.103703175"
"38700","1720859861.194924396","192.168.68.108","192.168.68.136","0.000272840"
"38701","1720859861.194924434","192.168.68.108","192.168.68.136","0.000000038"
"38703","1720859861.201782947","192.168.68.108","192.168.68.136","0.001801527"
"38705","1720859861.212640378","192.168.68.108","192.168.68.136","0.010857431"
"38707","1720859861.219830425","192.168.68.108","192.168.68.136","0.006039444"
"38708","1720859861.232855390","192.168.68.108","192.168.68.136","0.013024965"
"38710","1720859861.240043646","192.168.68.108","192.168.68.136","0.006269913"
"38711","1720859861.253160319","192.168.68.108","192.168.68.136","0.013116673"
"38713","1720859861.261375594","192.168.68.108","192.168.68.136","0.006933583"
"38714","1720859861.271675680","192.168.68.108","192.168.68.136","0.010300086"
"38716","1720859861.282171550","192.168.68.108","192.168.68.136","0.009490352"
"38717","1720859861.293001473","192.168.68.108","192.168.68.136","0.010829923"
"38719","1720859861.303671071","192.168.68.108","192.168.68.136","0.008770681"
"38720","1720859861.313970584","192.168.68.108","192.168.68.136","0.010299513"
"38722","1720859861.323376007","192.168.68.108","192.168.68.136","0.008391709"
"38723","1720859861.337188881","192.168.68.108","192.168.68.136","0.013812874"
"38725","1720859861.346553497","192.168.68.108","192.168.68.136","0.007946298"
"38726","1720859861.355412314","192.168.68.108","192.168.68.136","0.008858817"
"38728","1720859861.367659459","192.168.68.108","192.168.68.136","0.011477331"
"38729","1720859861.374662878","192.168.68.108","192.168.68.136","0.007003419"
"38731","1720859861.385525213","192.168.68.108","192.168.68.136","0.010682579"
"38732","1720859861.397317310","192.168.68.108","192.168.68.136","0.011792097"
"38734","1720859861.406652521","192.168.68.108","192.168.68.136","0.008144370"
"38735","1720859861.416078826","192.168.68.108","192.168.68.136","0.009426305"
"38737","1720859861.427852520","192.168.68.108","192.168.68.136","0.011057653"
"38738","1720859861.437229523","192.168.68.108","192.168.68.136","0.009377003"
"38740","1720859861.449300414","192.168.68.108","192.168.68.136","0.011213737"
"38741","1720859861.457492769","192.168.68.108","192.168.68.136","0.008192355"
"38755","1720859861.469344072","192.168.68.108","192.168.68.136","0.011561300"
"38756","1720859861.511153644","192.168.68.108","192.168.68.136","0.041809572"
"38758","1720859861.522213836","192.168.68.108","192.168.68.136","0.010944235"
"38760","1720859861.529963692","192.168.68.108","192.168.68.136","0.007687204"
"38762","1720859861.529963918","192.168.68.108","192.168.68.136","-0.000134270"
"38764","1720859861.540189689","192.168.68.108","192.168.68.136","0.010225771"
"38766","1720859861.550824489","192.168.68.108","192.168.68.136","0.010177924"
"38767","1720859861.561655966","192.168.68.108","192.168.68.136","0.010831477"
"38770","1720859861.572173980","192.168.68.108","192.168.68.136","0.009642671"
"38771","1720859861.585391670","192.168.68.108","192.168.68.136","0.013217690"
"38773","1720859861.594859952","192.168.68.108","192.168.68.136","0.008536623"
"38774","1720859861.603166300","192.168.68.108","192.168.68.136","0.008306348"
"38776","1720859861.614806574","192.168.68.108","192.168.68.136","0.010637649"
"38777","1720859861.623845959","192.168.68.108","192.168.68.136","0.009039385"
"38779","1720859861.634901882","192.168.68.108","192.168.68.136","0.009829470"
"38780","1720859861.645439327","192.168.68.108","192.168.68.136","0.010537445"
"38782","1720859861.654604366","192.168.68.108","192.168.68.136","0.008791963"
"38783","1720859861.679457535","192.168.68.108","192.168.68.136","0.024853169"
"38784","1720859861.680555539","192.168.68.108","192.168.68.136","0.001098004"
"38786","1720859861.686386260","192.168.68.108","192.168.68.136","0.003006163"
"38787","1720859861.697165751","192.168.68.108","192.168.68.136","0.010779491"
"38789","1720859861.706723411","192.168.68.108","192.168.68.136","0.008253334"
"38790","1720859861.717131815","192.168.68.108","192.168.68.136","0.010408404"
"38792","1720859861.730200067","192.168.68.108","192.168.68.136","0.011901521"
"38793","1720859861.738528461","192.168.68.108","192.168.68.136","0.008328394"
"38795","1720859861.765604142","192.168.68.108","192.168.68.136","0.026085433"
"38796","1720859861.765605142","192.168.68.108","192.168.68.136","0.000001000"
"38798","1720859861.770107242","192.168.68.108","192.168.68.136","0.000710673"
"38800","1720859861.778579746","192.168.68.108","192.168.68.136","0.008472504"
"38802","1720859861.790244151","192.168.68.108","192.168.68.136","0.010824343"
"38804","1720859861.799320609","192.168.68.108","192.168.68.136","0.009076458"
"38808","1720859861.810946123","192.168.68.108","192.168.68.136","0.010338913"
